show_id,actor_id
s989,33211
s989,2880
s989,18544
s989,34969
s989,34965
s990,25585
s990,36367
s990,9837
s990,3307
s990,9157
s990,3697
s990,23833
s990,33842
s991,3344
s991,8255
s991,36393
s991,19576
s992,28185
s992,23575
s992,12522
s992,29370
s992,20810
s993,26376
s994,15122
s994,2942
s994,3942
s994,10907
s994,1771
s994,18439
s994,7587
s994,5161
s994,32065
s994,31172
s994,7269
s994,36262
s994,20439
s994,16615
s995,4387
s995,9296
s995,23618
s995,33382
s995,34884
s995,14751
s995,20119
s995,29560
s995,22791
s995,34119
s996,35979
s996,8255
s996,1563
s996,5699
s996,5719
s996,4231
s996,30213
s996,36369
s996,22659
s996,36115
s997,11664
s997,29086
s997,35857
s997,2524
s997,30256
s998,7822
s999,20563
s1000,2528
s1000,33702
s1000,7442
s1000,30510
s1001,24041
s1001,8501
s1001,29284
s1001,3382
s1001,4259
s1001,1361
s1001,22337
s1002,25388
s1002,28080
s1002,35190
s1002,32548
s1002,13211
s1002,13627
s1002,8092
s1002,4598
s1003,15141
s1003,35366
s1003,34450
s1003,16342
s1003,11027
s1003,28760
s1003,13088
s1003,2213
s1004,11614
s1004,12368
s1004,3864
s1004,9078
s1004,7564
s1004,20667
s1004,34740
s1005,13659
s1005,1334
s1005,33298
s1006,34182
s1007,31604
s1007,22368
s1007,2381
s1008,31604
s1008,34564
s1008,22368
s1008,20765
s1008,8712
s1008,24140
s1009,31604
s1009,2383
s1010,30475
s1010,34708
s1010,28605
s1010,23839
s1010,4172
s1010,11441
s1010,25719
s1010,17096
s1010,29610
s1010,776
s1011,30475
s1011,28605
s1011,23839
s1011,4171
s1011,30499
s1011,11441
s1011,29164
s1012,34182
s1013,8584
s1013,16486
s1013,5225
s1013,36334
s1013,13653
s1013,26231
s1013,21799
s1013,2511
s1013,7192
s1013,34325
s1014,15062
s1014,21626
s1014,11913
s1014,22947
s1014,27511
s1014,15763
s1014,29447
s1014,6612
s1014,13988
s1014,1466
s1014,8052
s1015,13841
s1015,18810
s1015,369
s1016,9272
s1016,35161
s1016,26362
s1016,7628
s1016,10286
s1016,5548
s1016,7537
s1016,29307
s1016,7472
s1016,8768
s1017,13320
s1017,34730
s1017,18724
s1017,26826
s1017,30743
s1017,34595
s1017,25756
s1017,27266
s1018,43
s1018,23673
s1018,18660
s1018,26902
s1018,107
s1018,16898
s1018,25120
s1018,18448
s1018,7609
s1018,14745
s1019,13320
s1019,11275
s1019,21032
s1019,3535
s1019,26902
s1019,27568
s1019,2930
s1019,31360
s1020,43
s1020,11774
s1020,27150
s1020,26061
s1020,18708
s1020,27227
s1020,35487
s1020,27324
s1020,27340
s1020,437
s1021,43
s1021,3274
s1022,25442
s1022,27227
s1022,20908
s1022,24411
s1022,24192
s1022,31247
s1022,30502
s1022,10456
s1022,42
s1022,34759
s1023,43
s1023,7750
s1023,32690
s1023,33410
s1023,34728
s1023,11580
s1023,20556
s1024,10476
s1024,13944
s1024,3043
s1024,25172
s1024,209
s1024,13343
s1024,18525
s1024,430
s1024,30704
s1024,20992
s1024,33837
s1025,22830
s1025,21837
s1025,4722
s1025,16043
s1025,33745
s1025,12164
s1025,2642
s1025,34680
s1025,10692
s1025,14808
s1026,15968
s1026,21283
s1026,8433
s1026,13959
s1026,30601
s1026,35101
s1026,14416
s1026,7377
s1026,5346
s1026,16309
s1026,7023
s1027,1726
s1027,5578
s1027,18415
s1027,5571
s1027,19887
s1027,11822
s1027,4040
s1027,18905
s1027,24076
s1027,13836
s1028,22696
s1028,15062
s1028,33534
s1028,5902
s1028,15247
s1028,5072
s1028,19552
s1028,8925
s1028,16003
s1028,4945
s1029,8018
s1029,20053
s1029,10749
s1029,14197
s1029,7813
s1029,18807
s1029,26834
s1029,16010
s1029,7006
s1030,13535
s1030,34812
s1030,15310
s1030,11284
s1030,31747
s1030,16890
s1030,9123
s1030,15927
s1030,10241
s1031,1188
s1031,5893
s1031,11515
s1031,3929
s1031,8786
s1031,5447
s1031,13459
s1031,17028
s1031,5128
s1031,14174
s1031,15436
s1031,14914
s1031,6721
s1031,26725
s1031,23341
s1031,11479
s1031,33704
s1031,3853
s1031,2287
s1031,30486
s1031,9848
s1032,1249
s1032,35406
s1032,33971
s1032,12604
s1032,16730
s1032,8332
s1032,13333
s1032,17526
s1032,16591
s1032,2753
s1033,30302
s1033,18293
s1033,12210
s1033,18768
s1033,16427
s1034,6330
s1034,7436
s1034,25366
s1034,1244
s1034,26666
s1034,7843
s1034,24248
s1034,31794
s1034,6429
s1034,1474
s1035,2713
s1035,14193
s1035,17488
s1035,1533
s1035,27424
s1035,4300
s1036,15062
s1036,15613
s1036,7436
s1036,33368
s1036,9301
s1036,13199
s1036,30868
s1036,22868
s1036,34270
s1036,11726
s1037,2180
s1037,5577
s1037,4827
s1037,27814
s1037,25340
s1037,22288
s1037,12295
s1037,27985
s1037,6376
s1037,11719
s1038,2466
s1038,15155
s1038,24842
s1038,17072
s1038,36212
s1038,24414
s1038,9354
s1038,27763
s1039,34182
s1040,34177
s1040,23114
s1040,33981
s1040,32489
s1041,33834
s1041,23484
s1041,20975
s1041,17081
s1041,12807
s1041,7263
s1041,16744
s1041,35828
s1041,35847
s1041,3522
s1041,17605
s1041,29601
s1041,32574
s1041,17234
s1041,7722
s1041,5016
s1041,23073
s1041,15889
s1041,7097
s1041,35909
s1041,31834
s1042,7263
s1042,23961
s1042,33663
s1042,29742
s1042,31002
s1042,17805
s1042,27680
s1042,27679
s1042,21934
s1042,21951
s1042,17821
s1042,33016
s1042,12823
s1042,35847
s1043,11157
s1044,19142
s1044,1274
s1044,30093
s1044,17655
s1044,35454
s1044,17711
s1044,9269
s1044,22560
s1044,30132
s1044,19988
s1044,19978
s1044,14360
s1045,12437
s1045,30795
s1045,830
s1045,16823
s1045,35946
s1045,22463
s1045,30940
s1045,20896
s1045,30254
s1045,18507
s1045,6142
s1045,3177
s1045,30905
s1045,16828
s1045,17016
s1045,35636
s1045,16744
s1046,32683
s1046,1186
s1047,1695
s1047,4732
s1047,6292
s1047,34903
s1047,6746
s1047,20087
s1047,9559
s1047,3226
s1047,24125
s1047,16062
s1048,34971
s1048,739
s1048,3831
s1048,5363
s1048,29753
s1048,35061
s1049,18134
s1049,5400
s1049,11822
s1049,14229
s1049,27696
s1049,33467
s1049,18985
s1049,30101
s1049,26102
s1050,22261
s1050,34038
s1050,4595
s1050,9084
s1050,326
s1050,3268
s1050,9277
s1050,10141
s1050,15018
s1050,23373
s1050,25529
s1050,31156
s1050,28015
s1051,18147
s1051,12872
s1051,35637
s1051,2610
s1051,33032
s1051,29781
s1051,35825
s1051,30860
s1051,31013
s1051,30400
s1052,16806
s1052,29601
s1052,29078
s1052,32515
s1052,25028
s1052,18507
s1052,28935
s1052,30018
s1052,6152
s1053,15440
s1053,26600
s1053,1823
s1053,19084
s1053,17977
s1053,15041
s1053,27420
s1053,6534
s1053,20668
s1053,1708
s1053,26938
s1054,24197
s1054,5079
s1054,26400
s1054,26554
s1054,27033
s1054,32400
s1054,1420
s1054,7221
s1055,13589
s1055,18744
s1055,31236
s1055,6153
s1055,23
s1055,12783
s1055,2952
s1055,28235
s1055,2344
s1055,27118
s1056,7535
s1056,9272
s1056,5838
s1056,34093
s1056,15639
s1056,191
s1056,23179
s1056,10805
s1056,1537
s1056,20476
s1056,33771
s1057,34182
s1058,14197
s1058,7813
s1058,18807
s1058,26834
s1058,16010
s1058,12544
s1058,34272
s1059,221
s1059,12282
s1059,26914
s1059,9436
s1059,9459
s1059,7636
s1059,29221
s1059,10904
s1059,28312
s1059,10274
s1059,19539
s1060,18026
s1060,28502
s1060,17379
s1060,7000
s1060,29298
s1060,18610
s1060,6962
s1060,30174
s1060,24332
s1060,29647
s1060,23018
s1060,9503
s1060,20771
s1060,27774
s1060,23630
s1060,8365
s1060,9499
s1060,18181
s1060,19051
s1060,22842
s1060,15559
s1060,5256
s1060,25918
s1060,24566
s1061,34182
s1062,34182
s1063,18260
s1063,18162
s1063,29113
s1063,19318
s1063,25788
s1063,1880
s1063,6628
s1063,19362
s1063,19260
s1063,11673
s1063,13083
s1064,26159
s1064,752
s1064,8411
s1064,36257
s1064,17219
s1065,18212
s1065,19302
s1065,6232
s1065,14307
s1065,14896
s1065,18308
s1065,16775
s1065,19380
s1065,31410
s1066,17509
s1066,4630
s1066,31836
s1066,25972
s1066,8117
s1066,6545
s1066,35041
s1066,19552
s1066,20199
s1066,15289
s1066,26250
s1066,34045
s1066,15434
s1066,30189
s1066,20670
s1066,22537
s1066,17014
s1066,27716
s1066,26194
s1066,29364
s1066,19875
s1066,11017
s1066,10036
s1066,22616
s1066,13258
s1066,3738
s1066,28812
s1066,28359
s1067,5792
s1067,14331
s1067,6555
s1067,2455
s1067,19772
s1067,29570
s1067,36124
s1067,20208
s1068,24145
s1068,26856
s1068,32127
s1068,32725
s1068,32785
s1068,24379
s1068,23354
s1068,25662
s1068,24171
s1068,34376
s1068,28234
s1068,32003
s1068,20987
s1068,17102
s1068,9348
s1068,25724
s1068,27117
s1068,32213
s1068,33151
s1068,30008
s1068,26555
s1068,5822
s1069,34182
s1070,25715
s1070,18658
s1070,34598
s1071,34182
s1072,29991
s1072,29710
s1072,1954
s1072,441
s1072,21056
s1073,29991
s1073,11110
s1073,3082
s1073,21056
s1073,22368
s1073,29704
s1073,24140
s1073,441
s1074,29991
s1074,29712
s1074,17055
s1074,34984
s1074,33932
s1074,21024
s1075,29991
s1076,34182
s1077,34182
s1078,34182
s1079,34182
s1080,34522
s1080,24323
s1080,7353
s1080,7867
s1080,23075
s1080,19921
s1080,5378
s1080,3918
s1081,35445
s1081,36129
s1081,35388
s1081,19633
s1082,4803
s1082,1527
s1082,717
s1082,5561
s1082,20592
s1082,20000
s1083,25805
s1083,14301
s1084,8978
s1084,22984
s1084,32479
s1084,12857
s1084,9569
s1084,2163
s1084,23042
s1085,15193
s1085,20572
s1085,35026
s1085,12950
s1085,12969
s1086,34158
s1086,14891
s1086,5727
s1086,19325
s1086,25784
s1087,30404
s1087,36037
s1087,29538
s1087,19804
s1087,5847
s1087,30670
s1087,20066
s1087,13248
s1087,31400
s1087,1358
s1087,34884
s1088,27355
s1088,34365
s1088,14319
s1088,20993
s1088,29908
s1088,2835
s1088,1288
s1088,27327
s1089,22560
s1089,25212
s1089,14400
s1089,4492
s1089,26789
s1089,22556
s1089,32869
s1089,21174
s1089,22565
s1090,15584
s1090,2140
s1090,36063
s1091,2952
s1091,3441
s1091,3167
s1091,28872
s1091,11498
s1091,3623
s1091,32717
s1092,17821
s1092,30905
s1092,17615
s1092,23961
s1092,16743
s1092,18354
s1092,35708
s1092,21940
s1092,16808
s1092,12852
s1092,3367
s1093,8756
s1094,34182
s1095,34182
s1096,34182
s1097,24695
s1097,5845
s1097,23711
s1097,11141
s1097,4939
s1097,5619
s1097,4759
s1097,11502
s1098,34182
s1099,35625
s1099,30699
s1099,29676
s1099,10991
s1100,17124
s1100,10400
s1100,5583
s1100,27434
s1100,24437
s1100,24446
s1100,25462
s1100,26945
s1100,7680
s1100,36215
s1101,9637
s1101,33922
s1101,22593
s1101,12457
s1101,7627
s1101,25274
s1101,33961
s1102,28303
s1102,4681
s1102,29832
s1102,35196
s1102,15049
s1102,14275
s1102,11339
s1102,31355
s1102,7075
s1102,28154
s1102,31883
s1102,6360
s1103,16863
s1103,15963
s1103,312
s1103,6919
s1103,21351
s1103,19587
s1103,4425
s1103,21560
s1103,2467
s1103,28490
s1103,12275
s1103,2695
s1104,4960
s1104,19958
s1104,31459
s1104,35153
s1104,10419
s1104,35297
s1104,20570
s1104,14331
s1104,5992
s1104,10566
s1104,11289
s1105,13902
s1105,17896
s1105,24592
s1105,13167
s1105,35771
s1105,5642
s1105,17046
s1105,32623
s1105,26215
s1105,11324
s1106,13205
s1106,5165
s1106,15154
s1106,5090
s1106,20115
s1106,22662
s1106,13625
s1106,14230
s1106,19977
s1107,4740
s1107,34704
s1107,20098
s1107,28038
s1107,25966
s1107,33292
s1107,5536
s1107,21081
s1107,7657
s1108,36037
s1108,17236
s1108,8523
s1108,28080
s1108,33382
s1108,25463
s1108,24989
s1108,25963
s1108,399
s1108,4251
s1109,10389
s1109,31594
s1109,7749
s1110,35646
s1110,25082
s1110,18329
s1110,24812
s1110,26742
s1110,15245
s1110,13048
s1110,9284
s1111,17288
s1111,11123
s1111,28780
s1111,26677
s1111,19647
s1111,26103
s1111,23915
s1111,12109
s1111,27782
s1111,2573
s1111,16383
s1112,9787
s1112,18331
s1112,16820
s1112,19854
s1112,31572
s1112,1163
s1112,11371
s1112,24293
s1112,720
s1112,19600
s1113,33367
s1113,33057
s1113,9932
s1113,11789
s1113,16123
s1113,30085
s1113,470
s1113,6012
s1113,30167
s1114,15680
s1114,1656
s1114,6205
s1114,33077
s1114,25321
s1114,33554
s1114,35286
s1114,7634
s1114,19657
s1114,23743
s1115,43
s1115,17204
s1115,20649
s1115,30603
s1115,25440
s1115,4524
s1115,23652
s1115,14504
s1116,30603
s1116,4524
s1116,28281
s1116,25757
s1116,8205
s1116,29974
s1116,36
s1116,24892
s1116,34566
s1117,34182
s1118,34182
s1119,26018
s1119,28784
s1119,19777
s1119,34049
s1119,3750
s1119,19405
s1119,2363
s1119,2108
s1119,16203
s1120,14116
s1120,33182
s1120,4324
s1120,26747
s1120,30070
s1120,22992
s1120,274
s1120,17715
s1121,85
s1121,19434
s1121,30118
s1121,466
s1121,19662
s1121,1189
s1121,33467
s1121,15685
s1121,7891
s1121,7706
s1122,27770
s1122,20447
s1122,30280
s1122,22116
s1122,34508
s1122,14808
s1123,27987
s1123,29988
s1123,20992
s1123,30999
s1123,847
s1123,4523
s1123,24839
s1123,27615
s1124,34182
s1125,14634
s1125,24283
s1125,14637
s1125,35997
s1125,26058
s1125,10844
s1125,31965
s1126,24612
s1127,3400
s1127,27908
s1127,31680
s1127,35095
s1127,11623
s1127,14926
s1127,33124
s1127,23655
s1127,13573
s1127,15737
s1127,899
s1127,21672
s1128,11197
s1129,29402
s1129,22834
s1129,509
s1129,34045
s1129,18848
s1129,25333
s1129,19876
s1129,23697
s1129,22140
s1129,6321
s1130,7370
s1131,29208
s1131,23365
s1131,32531
s1131,35515
s1131,20895
s1131,32943
s1131,35931
s1131,12524
s1131,36102
s1131,24190
s1132,31004
s1132,18506
s1132,31466
s1132,29077
s1132,23852
s1132,24107
s1132,35709
s1132,2924
s1133,17811
s1133,25512
s1133,27849
s1133,16745
s1133,32575
s1133,35857
s1133,17541
s1134,5740
s1134,4354
s1134,8328
s1134,24659
s1134,27608
s1134,31760
s1134,24396
s1134,26932
s1134,9867
s1135,5567
s1135,8667
s1135,8098
s1135,16853
s1135,20254
s1135,9733
s1135,30068
s1135,16696
s1135,6324
s1135,11820
s1136,22053
s1136,26183
s1136,6291
s1136,13205
s1136,14548
s1136,12495
s1136,22790
s1136,32477
s1136,21388
s1136,36225
s1136,31850
s1136,15857
s1137,6703
s1137,11561
s1137,17931
s1137,25154
s1137,18364
s1137,21721
s1137,8731
s1137,10060
s1137,29198
s1138,30225
s1138,12454
s1138,30469
s1138,728
s1138,12243
s1138,29275
s1139,516
s1139,33184
s1139,10830
s1139,22201
s1139,9670
s1139,9154
s1139,16585
s1139,15081
s1139,28710
s1139,29002
s1140,9097
s1140,30260
s1140,26347
s1140,1691
s1140,30774
s1140,25653
s1140,15955
s1140,24125
s1140,21240
s1140,4612
s1140,8226
s1141,14634
s1141,22834
s1141,12588
s1141,35331
s1141,16860
s1141,18120
s1141,7547
s1141,14036
s1141,17263
s1141,4278
s1142,1772
s1142,10443
s1142,430
s1142,20992
s1142,24516
s1142,15634
s1143,28112
s1144,34182
s1145,15252
s1145,36246
s1145,4597
s1145,15783
s1145,27938
s1145,7647
s1145,10671
s1145,32967
s1145,29918
s1145,23637
s1146,35142
s1146,28954
s1146,25520
s1146,20692
s1146,22006
s1146,9820
s1146,24807
s1146,2593
s1146,1756
s1146,34677
s1146,20049
s1146,31715
s1146,34821
s1147,34182
s1148,4693
s1149,8831
s1149,1283
s1149,33198
s1149,26679
s1149,4982
s1149,5607
s1149,10637
s1149,396
s1149,4116
s1149,6519
s1150,7365
s1150,9981
s1150,1827
s1150,7732
s1150,35003
s1150,32762
s1150,19904
s1150,22435
s1150,20629
s1150,29429
s1150,32899
s1150,11857
s1150,15327
s1151,6350
s1152,31150
s1152,28320
s1152,15394
s1152,26068
s1152,31149
s1152,32970
s1152,28039
s1152,22881
s1152,26149
s1152,17692
s1153,32762
s1153,1947
s1153,19120
s1153,14870
s1153,18382
s1153,4884
s1153,4889
s1153,6406
s1153,27737
s1153,12498
s1153,8274
s1154,13205
s1154,24166
s1154,33750
s1154,27948
s1154,36240
s1154,31136
s1154,10420
s1154,33087
s1154,14178
s1154,8361
s1154,33010
s1154,21565
s1155,30785
s1155,15062
s1155,14410
s1155,12018
s1155,19585
s1155,11176
s1155,33347
s1155,7411
s1155,22696
s1155,6345
s1155,33532
s1156,34182
s1157,18011
s1157,3705
s1157,13934
s1157,17327
s1157,30772
s1157,7934
s1157,13122
s1157,1833
s1158,9929
s1158,19697
s1158,33256
s1158,22988
s1159,17804
s1159,14119
s1159,5394
s1159,20022
s1159,6643
s1159,31790
s1159,32731
s1159,5766
s1159,10045
s1159,22085
s1160,34176
s1160,13481
s1160,13540
s1160,30346
s1160,27443
s1160,16165
s1160,2337
s1160,21355
s1161,6823
s1161,17367
s1161,1140
s1161,11533
s1161,24605
s1161,24679
s1161,1218
s1162,34182
s1163,22652
s1163,10618
s1163,12135
s1163,36398
s1163,5065
s1164,2781
s1165,24327
s1165,11753
s1165,16352
s1165,16129
s1165,27972
s1165,5483
s1165,22272
s1165,18151
s1165,25122
s1165,23608
s1166,29737
s1166,30023
s1166,3276
s1166,27227
s1166,30983
s1166,30698
s1166,24292
s1166,27339
s1166,22456
s1166,14023
s1166,6090
s1166,1984
s1166,4208
s1167,22389
s1167,33051
s1167,15895
s1167,12386
s1167,7697
s1167,6730
s1167,28876
s1167,12667
s1168,9615
s1168,6436
s1168,8836
s1168,7016
s1168,34692
s1168,21105
s1168,28765
s1168,7572
s1169,35909
s1169,19008
s1169,17234
s1169,1478
s1169,33956
s1169,10931
s1169,33782
s1170,34182
s1171,24611
s1171,32426
s1171,1585
s1171,7055
s1171,9999
s1171,11367
s1171,21847
s1171,21146
s1172,34182
s1173,20204
s1174,12846
s1174,31509
s1174,29668
s1174,35739
s1174,14318
s1174,12573
s1174,18853
s1175,25790
s1175,31454
s1175,23964
s1175,12882
s1175,6236
s1175,18303
s1175,6063
s1175,18291
s1175,15379
s1175,18242
s1176,16521
s1176,31839
s1176,31546
s1176,21263
s1176,3751
s1176,28999
s1176,26450
s1176,30145
s1176,2544
s1176,23047
s1176,17364
s1177,32532
s1177,28189
s1177,17136
s1177,32571
s1177,18355
s1177,33832
s1178,19776
s1178,32527
s1178,13881
s1178,19396
s1178,12944
s1178,35641
s1178,29567
s1178,10213
s1179,877
s1179,24728
s1179,33748
s1179,28148
s1179,10831
s1179,21406
s1179,16430
s1179,29067
s1179,9186
s1179,27664
s1179,21841
s1180,3462
s1180,33223
s1180,34906
s1180,1842
s1180,8054
s1180,14413
s1180,15889
s1180,17189
s1180,31837
s1180,5625
s1180,26165
s1180,14456
s1180,7885
s1180,28106
s1180,3748
s1181,28327
s1181,16673
s1181,15674
s1181,18812
s1181,28950
s1182,17421
s1182,9163
s1182,27962
s1182,14214
s1182,11889
s1182,30799
s1182,27025
s1182,14300
s1182,9930
s1183,34182
s1184,26376
s1185,6036
s1185,36181
s1185,27052
s1185,30742
s1185,35153
s1185,34935
s1185,6653
s1186,10968
s1186,4444
s1186,30616
s1186,13401
s1186,30243
s1186,4521
s1186,4161
s1186,32882
s1187,12790
s1187,35847
s1187,3177
s1187,12801
s1187,23348
s1187,1731
s1187,33834
s1187,30857
s1187,3371
s1187,33833
s1187,17016
s1187,29960
s1187,35783
s1187,23457
s1187,17612
s1187,25142
s1187,20895
s1188,18628
s1188,8394
s1188,11816
s1188,30563
s1188,21423
s1188,31030
s1188,194
s1188,30655
s1189,21997
s1189,9216
s1189,19568
s1189,19244
s1189,10287
s1189,34309
s1189,34496
s1189,27852
s1189,10319
s1189,16912
s1189,21234
s1189,16643
s1190,24309
s1191,19845
s1191,16002
s1191,7431
s1191,27934
s1191,14056
s1191,35523
s1191,1223
s1191,5730
s1191,13209
s1191,14928
s1192,11019
s1193,29324
s1193,21864
s1193,21863
s1193,1711
s1193,866
s1193,20910
s1193,17183
s1193,19415
s1193,2354
s1194,25596
s1194,9016
s1194,9299
s1194,15149
s1194,11098
s1194,23
s1194,31248
s1194,20550
s1195,25203
s1195,4444
s1195,1287
s1195,4160
s1195,33793
s1195,11244
s1195,25448
s1195,18144
s1195,35250
s1196,22147
s1197,34182
s1198,5745
s1198,24539
s1198,7346
s1198,34720
s1198,19450
s1198,10887
s1198,7075
s1198,15234
s1198,25212
s1198,13731
s1199,18076
s1199,875
s1199,3658
s1199,4005
s1199,29333
s1199,12313
s1199,34226
s1199,7225
s1200,32866
s1200,91
s1200,4425
s1200,15839
s1200,4012
s1200,29349
s1200,8267
s1200,29637
s1200,9665
s1200,15444
s1200,1369
s1201,23082
s1201,28968
s1201,23067
s1201,16008
s1201,8697
s1201,32618
s1201,20534
s1201,2243
s1201,26739
s1201,11337
s1202,3832
s1202,8859
s1202,36098
s1202,25507
s1202,23533
s1202,27802
s1203,8214
s1203,34464
s1203,23849
s1203,3575
s1203,17305
s1203,31477
s1203,24960
s1203,31028
s1204,21615
s1204,28893
s1204,26344
s1204,14749
s1204,27708
s1204,27210
s1204,4279
s1204,36331
s1204,305
s1204,22713
s1204,7429
s1204,16000
s1204,6323
s1204,26139
s1205,34182
s1206,14129
s1206,29377
s1206,33195
s1206,10255
s1206,29561
s1206,23261
s1206,13791
s1206,22695
s1206,17976
s1206,21576
s1206,11358
s1206,8371
s1207,11755
s1207,7279
s1207,13900
s1207,14919
s1207,19507
s1207,1991
s1207,29877
s1207,8929
s1207,32705
s1207,25527
s1207,14985
s1208,3400
s1209,9912
s1209,3556
s1209,9752
s1209,23834
s1209,9425
s1209,32809
s1209,32352
s1209,8949
s1209,10107
s1209,8315
s1210,29826
s1210,31962
s1210,22253
s1210,26668
s1210,10275
s1210,6401
s1210,21736
s1210,20491
s1210,16980
s1210,4441
s1211,18287
s1211,16773
s1211,31454
s1211,18470
s1211,35981
s1211,30827
s1211,19295
s1211,31461
s1212,32616
s1212,22646
s1212,20819
s1212,9912
s1212,10079
s1212,1367
s1212,22606
s1212,5112
s1213,36308
s1213,9753
s1213,10085
s1213,34023
s1213,30268
s1213,25535
s1213,33687
s1213,34832
s1213,22473
s1213,25267
s1214,33546
s1214,7911
s1214,29810
s1214,18819
s1214,7405
s1214,5667
s1214,11885
s1214,15689
s1214,28578
s1214,34859
s1215,22282
s1215,27884
s1215,13219
s1215,14514
s1215,31689
s1215,2224
s1215,1032
s1216,30224
s1216,5703
s1216,3905
s1216,9854
s1216,31208
s1216,12066
s1216,5064
s1216,18703
s1217,31208
s1217,9854
s1217,30224
s1217,5703
s1217,5064
s1217,12066
s1217,36343
s1217,12050
s1218,12284
s1218,36260
s1218,8654
s1218,1749
s1218,20036
s1218,9954
s1218,25674
s1218,14255
s1218,8565
s1218,11849
s1218,35092
s1218,31768
s1218,31186
s1218,941
s1218,9240
s1218,23116
s1219,14818
s1219,9199
s1219,14785
s1219,16616
s1219,10299
s1219,33862
s1219,10749
s1219,24211
s1219,3125
s1220,33486
s1220,5705
s1220,22539
s1220,34010
s1221,1100
s1221,1606
s1221,7456
s1221,11124
s1221,35898
s1221,16052
s1221,13427
s1221,20067
s1222,2963
s1222,574
s1222,32814
s1222,21175
s1222,11960
s1222,14809
s1223,6373
s1223,22992
s1223,24569
s1223,29058
s1223,22024
s1223,15257
s1223,14931
s1223,12587
s1223,35206
s1223,22135
s1224,150
s1224,23528
s1224,32457
s1224,13202
s1224,16688
s1224,148
s1224,14645
s1224,28649
s1225,34182
s1226,34182
s1227,25384
s1227,10974
s1228,26801
s1228,30463
s1228,1818
s1228,26769
s1228,28
s1228,21025
s1228,34791
s1228,7609
s1228,27253
s1228,13296
s1228,29675
s1229,7156
s1229,11138
s1229,1671
s1229,1759
s1229,20899
s1229,34735
s1229,30883
s1230,30764
s1230,636
s1230,3829
s1230,30012
s1230,20803
s1230,23562
s1230,32662
s1230,23994
s1230,33088
s1230,23544
s1230,3824
s1230,18907
s1231,25589
s1231,21019
s1231,20658
s1231,789
s1231,29134
s1232,3413
s1232,4447
s1232,18398
s1232,22915
s1232,2282
s1232,12893
s1233,6444
s1233,2011
s1233,15852
s1233,34142
s1233,19523
s1233,12567
s1233,15859
s1233,13513
s1233,21670
s1233,17930
s1234,33843
s1234,4899
s1234,5160
s1234,23855
s1234,18048
s1234,5047
s1234,380
s1234,32933
s1234,25275
s1234,32408
s1235,34182
s1236,13249
s1236,29847
s1236,36107
s1236,14051
s1236,23032
s1236,6065
s1236,28540
s1236,27625
s1236,5558
s1237,25289
s1237,21449
s1237,23022
s1237,21769
s1237,5469
s1237,2182
s1237,2764
s1237,11008
s1237,4416
s1237,11924
s1237,23014
s1238,410
s1238,2345
s1238,7620
s1238,245
s1238,16811
s1238,32403
s1238,3014
s1238,10084
s1238,3711
s1238,13449
s1239,11475
s1239,5186
s1239,9991
s1239,34542
s1239,2158
s1240,14473
s1240,14834
s1240,22766
s1240,35034
s1240,6812
s1240,4492
s1240,26035
s1240,5370
s1240,22703
s1240,9765
s1240,24676
s1241,16254
s1241,16640
s1241,6839
s1241,7948
s1241,25005
s1241,23295
s1242,12096
s1242,19164
s1242,26004
s1242,24710
s1242,32415
s1242,16239
s1242,6727
s1242,16330
s1242,1577
s1242,2446
s1242,5897
s1242,29176
s1242,13240
s1242,1856
s1242,21193
s1243,34182
s1244,17953
s1244,25212
s1244,15238
s1244,4268
s1244,23802
s1244,2713
s1244,14813
s1244,2205
s1244,11512
s1244,26207
s1245,18121
s1245,445
s1245,20951
s1245,27370
s1245,27322
s1245,6198
s1245,27327
s1245,1484
s1246,34529
s1246,1387
s1246,1548
s1246,8864
s1246,15786
s1246,15835
s1246,3130
s1246,8902
s1246,23432
s1246,25908
s1247,35096
s1247,12253
s1247,32966
s1247,6217
s1247,21772
s1247,59
s1247,31309
s1247,724
s1247,29901
s1248,32573
s1248,13657
s1248,32531
s1248,16745
s1248,30920
s1248,20895
s1248,32575
s1248,831
s1248,33034
s1248,21946
s1249,33097
s1249,30115
s1250,4438
s1251,12707
s1251,28010
s1252,17953
s1252,21844
s1252,28544
s1252,11782
s1252,10728
s1252,32719
s1252,28416
s1252,5868
s1252,22241
s1252,15308
s1253,9761
s1253,14328
s1253,20329
s1253,29564
s1253,9703
s1253,25314
s1253,1572
s1253,22026
s1253,1742
s1253,15620
s1253,3510
s1253,33121
s1254,28335
s1254,3983
s1254,16271
s1254,32764
s1254,14820
s1254,19071
s1255,9045
s1255,33515
s1255,34287
s1255,11390
s1255,13774
s1255,22777
s1255,27397
s1255,20287
s1255,4532
s1256,31004
s1256,23365
s1256,32531
s1256,9319
s1256,29083
s1256,28191
s1256,30920
s1256,20895
s1256,21945
s1256,33034
s1257,13738
s1257,18814
s1257,13711
s1257,33960
s1257,28728
s1257,26086
s1257,24452
s1257,10882
s1257,18410
s1257,1856
s1257,33339
s1257,7788
s1257,3995
s1258,12790
s1258,21923
s1258,18507
s1258,23316
s1258,35816
s1258,11669
s1258,17821
s1258,21533
s1258,32546
s1258,25023
s1258,17653
s1259,16554
s1259,28581
s1259,11798
s1259,7945
s1259,19842
s1259,29657
s1259,15599
s1260,34579
s1260,10835
s1260,11340
s1260,29466
s1260,2582
s1260,24616
